,Class
15965,0.0
12756,0.0
7650,0.0
1779,1.0
17066,0.0
11631,0.0
7579,0.0
15602,0.0
1065,1.0
8644,0.0
7740,0.0
17550,0.0
8775,0.0
15691,1.0
2544,1.0
7614,1.0
3885,1.0
8524,1.0
2276,0.0
12242,1.0
11315,1.0
421,1.0
285,0.0
999,0.0
1998,1.0
3182,0.0
5021,1.0
15418,0.0
3464,1.0
8346,0.0
6423,1.0
14491,1.0
3835,1.0
2489,0.0
1406,1.0
4769,0.0
5686,0.0
3246,0.0
4282,0.0
16674,1.0
4534,1.0
2522,1.0
2370,1.0
7150,1.0
13110,0.0
8158,1.0
9151,1.0
10230,1.0
13910,1.0
11039,1.0
8173,1.0
13065,0.0
161,0.0
5427,1.0
7008,1.0
1651,1.0
1256,1.0
9882,1.0
683,1.0
112,0.0
5653,1.0
12489,0.0
15385,0.0
151,0.0
10592,0.0
11426,1.0
8193,0.0
3412,1.0
14429,0.0
13088,1.0
3978,1.0
8240,1.0
11160,1.0
6837,1.0
12943,0.0
8047,1.0
309,1.0
7415,1.0
6544,1.0
13790,0.0
12850,0.0
4316,0.0
8295,0.0
9977,1.0
8889,0.0
2662,1.0
1685,1.0
5703,1.0
491,1.0
16645,0.0
3789,1.0
2921,1.0
8216,0.0
7985,0.0
1277,0.0
12869,1.0
6260,1.0
7221,1.0
10814,1.0
7553,1.0
15451,1.0
5943,0.0
10386,1.0
4196,0.0
117,0.0
17359,0.0
7714,1.0
10358,1.0
14408,1.0
16331,0.0
1113,1.0
12189,1.0
6428,1.0
12809,1.0
11116,1.0
11730,0.0
6221,1.0
3182,1.0
2573,1.0
11801,1.0
3652,1.0
10041,1.0
1256,0.0
3685,0.0
13051,0.0
17521,1.0
3263,1.0
642,1.0
16526,0.0
2482,0.0
16609,1.0
16096,1.0
9695,1.0
12355,1.0
1763,1.0
830,0.0
15701,0.0
1603,0.0
3979,1.0
14268,1.0
3059,1.0
2779,1.0
10219,1.0
12067,1.0
13176,0.0
10464,0.0
10927,1.0
16060,0.0
7078,0.0
12644,0.0
17310,0.0
17683,1.0
7917,1.0
11450,0.0
1274,0.0
2038,1.0
16704,0.0
9924,1.0
12081,1.0
1025,1.0
1922,0.0
3910,0.0
3791,0.0
17295,1.0
13773,1.0
15576,1.0
85,0.0
16631,0.0
9616,1.0
3948,1.0
3852,0.0
3939,1.0
8620,1.0
6626,1.0
9366,0.0
9926,1.0
16825,0.0
9813,1.0
2241,1.0
3497,1.0
8020,0.0
3608,1.0
1500,1.0
17597,0.0
6154,0.0
1321,1.0
15520,0.0
1091,0.0
8339,1.0
5381,1.0
5818,0.0
14765,0.0
6116,1.0
4351,0.0
2984,0.0
169,0.0
9682,1.0
8919,0.0
13434,0.0
17405,1.0
17233,0.0
16768,0.0
8479,1.0
4951,0.0
9516,0.0
13192,0.0
399,0.0
3830,1.0
13575,0.0
12027,1.0
150,0.0
3070,1.0
9300,0.0
95,1.0
3406,0.0
8687,0.0
10003,1.0
16231,0.0
15423,0.0
11543,1.0
14777,1.0
10051,1.0
15606,0.0
1497,1.0
3377,1.0
8988,0.0
1619,1.0
16945,1.0
16510,0.0
4886,1.0
5906,1.0
14858,0.0
13780,0.0
9792,1.0
13647,0.0
1949,1.0
2834,0.0
3747,0.0
1043,1.0
16983,0.0
11104,1.0
11214,1.0
1676,0.0
12109,1.0
15122,0.0
4901,1.0
2411,0.0
1930,0.0
4902,0.0
9814,1.0
3691,0.0
1805,0.0
16714,0.0
11422,1.0
5569,1.0
1968,1.0
17203,0.0
11906,1.0
6893,1.0
1635,0.0
3381,0.0
8954,1.0
17614,0.0
6905,1.0
11395,1.0
3319,1.0
17549,1.0
11401,1.0
1480,1.0
623,0.0
6247,1.0
927,1.0
1499,0.0
7570,1.0
2102,1.0
11886,0.0
15008,1.0
13119,0.0
10553,1.0
17364,0.0
17355,1.0
17506,1.0
15513,1.0
10156,0.0
1137,1.0
1333,1.0
4219,1.0
5150,1.0
15248,0.0
1513,0.0
2689,1.0
1715,0.0
14279,0.0
1508,0.0
2060,0.0
14165,1.0
11519,1.0
3324,1.0
7603,1.0
17259,0.0
5626,1.0
3856,0.0
3790,0.0
4114,1.0
4364,0.0
6050,0.0
1488,1.0
4786,0.0
2716,0.0
13618,0.0
16336,0.0
317,0.0
1924,0.0
157,0.0
12135,1.0
15081,1.0
15141,0.0
2262,1.0
15425,0.0
3297,0.0
2819,1.0
7628,1.0
951,0.0
15034,1.0
10423,0.0
11400,1.0
16624,1.0
17367,1.0
12421,0.0
31,1.0
13548,0.0
17126,1.0
1640,1.0
7918,0.0
8812,1.0
9399,1.0
3941,0.0
6452,1.0
3347,1.0
11134,1.0
13164,0.0
4457,0.0
14383,0.0
14716,0.0
5928,0.0
10082,1.0
10885,1.0
14155,0.0
10254,1.0
15821,0.0
12853,1.0
1966,0.0
16856,1.0
1502,0.0
1585,0.0
2026,0.0
12014,1.0
1681,1.0
7460,1.0
10692,1.0
14776,0.0
3570,1.0
11810,1.0
4964,1.0
8051,1.0
2382,0.0
1999,0.0
9365,1.0
6057,1.0
2929,0.0
14623,0.0
17238,1.0
5837,0.0
11490,1.0
16574,0.0
1821,1.0
6357,0.0
119,1.0
10226,0.0
7555,1.0
16496,1.0
16438,0.0
7951,1.0
4109,1.0
14924,0.0
1594,1.0
2202,1.0
4384,0.0
701,0.0
16498,0.0
13070,0.0
17562,0.0
15927,0.0
3694,0.0
6386,0.0
4030,1.0
6663,1.0
7525,1.0
3996,1.0
14231,0.0
1315,0.0
10673,0.0
765,0.0
10424,1.0
4343,0.0
759,1.0
8344,1.0
13892,0.0
2120,1.0
16716,0.0
12630,1.0
16721,0.0
13097,0.0
39,1.0
3614,0.0
1456,0.0
16623,0.0
16242,0.0
11610,1.0
5275,1.0
2895,0.0
5047,1.0
12848,0.0
11169,1.0
9744,0.0
17211,1.0
15023,0.0
3366,1.0
1054,0.0
12658,1.0
1203,1.0
2562,0.0
9142,0.0
14314,0.0
3807,0.0
8832,1.0
6302,0.0
8619,0.0
4243,1.0
2808,1.0
480,1.0
16826,0.0
9586,1.0
17159,0.0
13630,0.0
305,1.0
4006,1.0
370,1.0
14184,0.0
9855,1.0
13710,0.0
9111,0.0
9012,0.0
13791,1.0
253,0.0
11957,1.0
5083,1.0
2728,1.0
512,0.0
9471,0.0
15381,1.0
12383,1.0
3334,1.0
2245,1.0
2470,0.0
1955,0.0
2752,0.0
11408,1.0
1871,0.0
10908,1.0
751,0.0
2762,1.0
10783,0.0
2349,0.0
6075,1.0
10338,1.0
743,1.0
3683,1.0
177,0.0
13640,1.0
15228,0.0
11295,1.0
14968,1.0
15667,0.0
14742,0.0
16329,0.0
4808,0.0
8258,1.0
2391,1.0
1534,1.0
17191,0.0
16920,1.0
67,1.0
8272,1.0
382,1.0
17175,0.0
5298,1.0
5269,1.0
3737,0.0
14549,0.0
13311,1.0
3468,1.0
12310,1.0
663,1.0
7577,1.0
6581,1.0
6135,1.0
6818,1.0
12509,0.0
3831,0.0
3468,0.0
3150,0.0
4406,1.0
11902,1.0
13532,0.0
7222,1.0
5469,1.0
985,1.0
440,0.0
10263,1.0
3782,0.0
112,0.0
8213,1.0
430,1.0
12702,1.0
10875,1.0
10798,1.0
13066,1.0
10136,0.0
16601,0.0
4882,1.0
11600,0.0
5144,1.0
2377,0.0
11646,0.0
1227,0.0
9874,1.0
14336,0.0
10506,1.0
14148,0.0
9891,1.0
2598,1.0
904,0.0
9382,1.0
16222,0.0
4716,0.0
7516,1.0
6138,0.0
16776,0.0
1121,0.0
7027,0.0
5690,0.0
12216,1.0
2992,1.0
367,0.0
17184,0.0
5512,1.0
2393,0.0
3080,0.0
9504,0.0
6390,1.0
17155,1.0
8646,0.0
3017,1.0
14287,1.0
937,1.0
1628,1.0
9965,0.0
4989,1.0
1654,0.0
987,1.0
3423,0.0
728,1.0
4356,0.0
16464,0.0
16529,0.0
9587,0.0
6647,1.0
1207,1.0
15477,0.0
10711,1.0
10897,0.0
1677,1.0
1487,0.0
13148,1.0
14998,1.0
7475,1.0
86,0.0
3686,1.0
168,0.0
1239,1.0
10881,1.0
9802,0.0
9171,1.0
10212,1.0
6927,1.0
8631,0.0
7218,1.0
3874,0.0
8943,0.0
3373,1.0
754,1.0
1419,1.0
1815,1.0
2255,0.0
4064,1.0
85,0.0
10813,1.0
3992,1.0
12290,1.0
6443,0.0
10258,1.0
1654,1.0
4245,1.0
617,0.0
2439,0.0
7585,1.0
2070,1.0
16786,0.0
12551,0.0
5225,1.0
2417,1.0
1350,1.0
7,1.0
1079,0.0
12840,0.0
15624,1.0
2176,1.0
4126,0.0
625,1.0
5084,1.0
17340,1.0
10054,0.0
16569,0.0
4106,1.0
13810,0.0
15934,0.0
3551,1.0
4323,1.0
4354,0.0
16157,0.0
148,0.0
7305,0.0
8364,0.0
9086,0.0
7790,1.0
13004,0.0
6403,0.0
1355,0.0
12410,0.0
8639,1.0
749,1.0
15820,0.0
727,1.0
15457,0.0
11628,1.0
373,1.0
6389,1.0
10091,0.0
14187,0.0
8734,1.0
15962,1.0
1084,1.0
3605,0.0
13700,1.0
14364,0.0
6293,1.0
8249,0.0
4354,0.0
1169,1.0
992,0.0
2448,0.0
1888,0.0
14301,1.0
10763,1.0
10367,0.0
15951,0.0
8074,0.0
10800,1.0
16815,0.0
13226,0.0
17383,1.0
906,1.0
2939,1.0
7662,1.0
6064,1.0
2048,1.0
5490,1.0
12616,1.0
422,0.0
12168,1.0
7299,1.0
852,1.0
6351,1.0
7647,1.0
977,1.0
3103,1.0
13644,0.0
518,0.0
4052,1.0
5008,0.0
3790,0.0
12036,0.0
12529,0.0
837,1.0
14811,0.0
11216,1.0
7362,1.0
2826,0.0
209,1.0
4751,1.0
814,0.0
11292,1.0
9996,1.0
8930,0.0
7047,1.0
5101,1.0
17605,1.0
8888,0.0
8176,0.0
17118,1.0
10128,1.0
11939,1.0
9180,1.0
11642,1.0
14962,1.0
3108,1.0
2007,1.0
11053,1.0
5385,1.0
8395,1.0
2734,1.0
5327,1.0
8706,0.0
14099,0.0
15106,1.0
5965,1.0
1694,1.0
2731,1.0
1190,1.0
7781,0.0
9256,1.0
4386,0.0
915,0.0
6671,1.0
897,1.0
11440,1.0
3290,0.0
4262,0.0
17649,1.0
2500,1.0
3271,0.0
7828,1.0
9284,1.0
258,1.0
9872,1.0
343,1.0
16325,0.0
53,1.0
5273,1.0
12248,1.0
1285,0.0
2575,0.0
16178,0.0
9254,1.0
16928,0.0
4221,1.0
5862,1.0
2772,0.0
14149,0.0
7809,0.0
9692,1.0
15619,0.0
8887,1.0
15942,0.0
12680,0.0
13539,0.0
10146,0.0
11265,1.0
1406,0.0
1866,0.0
4090,1.0
13856,1.0
14986,0.0
1697,0.0
222,0.0
13678,0.0
16026,0.0
13719,0.0
3602,1.0
9527,0.0
9890,1.0
13473,0.0
410,0.0
10349,1.0
1616,1.0
14315,0.0
2924,1.0
16387,0.0
1065,0.0
2983,1.0
16205,0.0
14402,0.0
12379,1.0
7583,0.0
13870,0.0
7795,1.0
6107,1.0
1772,0.0
7835,0.0
6316,0.0
14272,1.0
13861,0.0
16276,0.0
156,1.0
3151,1.0
333,0.0
3990,1.0
11125,1.0
684,0.0
3866,1.0
3693,0.0
6867,0.0
14481,1.0
1599,0.0
2195,0.0
4341,1.0
2318,0.0
8971,0.0
6735,1.0
7812,1.0
17478,0.0
4346,1.0
10509,1.0
2300,0.0
242,0.0
4468,1.0
1946,1.0
13726,1.0
14404,1.0
5170,1.0
4247,1.0
10643,1.0
5632,1.0
10204,1.0
13824,1.0
10023,1.0
16074,0.0
13090,0.0
1425,0.0
9087,1.0
2299,0.0
16700,1.0
1684,0.0
4715,1.0
4122,1.0
1951,1.0
11764,1.0
8525,1.0
579,0.0
13982,0.0
3971,0.0
335,0.0
2617,1.0
6815,0.0
4060,1.0
11868,1.0
14453,0.0
4586,0.0
2771,0.0
5724,1.0
7498,1.0
4307,0.0
8844,1.0
16555,0.0
7251,1.0
677,0.0
3670,0.0
5103,1.0
14111,0.0
4204,0.0
8379,1.0
10724,1.0
16681,0.0
783,0.0
3337,0.0
2056,0.0
12259,1.0
2235,1.0
1797,0.0
10943,0.0
16445,0.0
15706,0.0
3036,1.0
9241,1.0
7987,1.0
9979,1.0
2160,1.0
184,0.0
214,1.0
3167,0.0
4062,1.0
2298,0.0
13827,0.0
16823,0.0
9052,1.0
2837,1.0
14160,1.0
2066,0.0
16239,0.0
5050,1.0
16932,1.0
4076,1.0
1956,1.0
129,0.0
10929,1.0
11230,0.0
10037,1.0
8515,0.0
7290,1.0
9955,1.0
2648,1.0
14735,0.0
7121,0.0
11944,1.0
14950,0.0
534,1.0
19,1.0
1680,0.0
470,1.0
3209,1.0
15085,0.0
2743,1.0
2767,1.0
6142,1.0
3762,0.0
13505,0.0
11520,1.0
291,0.0
12516,1.0
17357,1.0
5707,1.0
4735,0.0
15234,0.0
1267,0.0
17122,1.0
2637,1.0
8891,0.0
8306,1.0
4377,0.0
2764,0.0
7114,1.0
3781,0.0
15305,0.0
5761,1.0
10420,0.0
15496,1.0
7912,0.0
5332,0.0
1576,1.0
5344,0.0
12418,1.0
4360,1.0
11676,1.0
1567,1.0
3876,0.0
17287,0.0
9722,1.0
11232,1.0
4515,1.0
2810,1.0
11288,1.0
16507,0.0
14151,0.0
188,1.0
17329,0.0
15030,0.0
3441,1.0
1545,0.0
13891,0.0
9816,1.0
2605,0.0
12619,0.0
5668,1.0
3178,0.0
2800,1.0
5340,0.0
15252,1.0
2901,0.0
1282,1.0
2567,0.0
9739,1.0
6176,1.0
10847,1.0
12954,0.0
2472,0.0
3612,0.0
16446,0.0
5588,0.0
14646,0.0
5220,0.0
14067,0.0
17620,0.0
6374,1.0
15104,1.0
7686,1.0
10248,1.0
4079,1.0
13221,1.0
6321,1.0
16314,0.0
11660,1.0
1904,1.0
4127,1.0
16566,1.0
7198,1.0
7511,1.0
16386,0.0
3600,1.0
12661,1.0
8118,1.0
16830,0.0
12258,0.0
4295,0.0
12165,1.0
9364,1.0
8478,1.0
1716,0.0
11885,1.0
15671,0.0
4094,1.0
7548,1.0
3167,1.0
4040,1.0
15906,0.0
371,1.0
3542,1.0
3403,0.0
8672,0.0
3915,1.0
3089,1.0
15844,1.0
16934,1.0
14581,0.0
9994,0.0
9859,1.0
2345,0.0
3077,1.0
1987,0.0
5606,1.0
1749,1.0
13298,0.0
6324,1.0
13574,0.0
179,1.0
13023,0.0
8126,1.0
3987,1.0
13965,1.0
17682,0.0
2368,0.0
11744,1.0
16271,0.0
10151,1.0
3825,1.0
7201,1.0
16725,0.0
7088,1.0
9798,1.0
246,0.0
3401,1.0
3262,1.0
158,0.0
16878,0.0
189,0.0
3578,0.0
2494,0.0
2189,0.0
6210,1.0
5857,1.0
1860,1.0
1144,0.0
13068,0.0
1268,0.0
9888,1.0
6115,0.0
1861,1.0
4191,1.0
8824,0.0
4067,1.0
15009,1.0
7186,1.0
13487,0.0
14662,0.0
1687,1.0
3662,0.0
3014,1.0
12638,0.0
266,1.0
17480,0.0
10953,1.0
15984,0.0
2963,1.0
9810,1.0
15795,0.0
2237,1.0
5964,1.0
10840,1.0
5631,0.0
8015,1.0
1554,0.0
13887,0.0
10318,0.0
4234,1.0
3640,0.0
7246,1.0
429,0.0
16541,0.0
11653,1.0
16019,0.0
8160,0.0
4572,1.0
3086,1.0
14658,1.0
2500,0.0
11775,1.0
2360,0.0
674,0.0
8485,1.0
12105,1.0
4088,0.0
8445,0.0
15641,1.0
13524,1.0
2821,0.0
17078,0.0
7069,1.0
9865,1.0
641,1.0
2792,1.0
389,0.0
16162,0.0
3329,0.0
12352,1.0
4334,0.0
2108,1.0
1864,0.0
1327,1.0
8807,0.0
6898,1.0
15116,0.0
10611,0.0
5895,1.0
9863,1.0
916,0.0
13083,0.0
10207,1.0
16398,0.0
1651,1.0
8325,1.0
14137,0.0
9235,0.0
5249,1.0
4456,1.0
7713,1.0
832,0.0
436,1.0
12703,0.0
9125,1.0
10736,0.0
7431,1.0
1727,1.0
10117,1.0
6542,1.0
4624,0.0
4269,1.0
6642,1.0
2371,1.0
2563,0.0
2992,1.0
3323,0.0
3199,1.0
11554,0.0
3212,1.0
1313,0.0
975,1.0
1525,1.0
6445,0.0
15986,0.0
10010,1.0
1142,0.0
10194,1.0
7322,1.0
3522,0.0
4381,0.0
12138,1.0
532,1.0
3705,0.0
1982,1.0
6114,1.0
14132,1.0
13553,0.0
9759,0.0
10859,1.0
661,1.0
896,0.0
8143,0.0
11360,0.0
8960,1.0
13398,0.0
7607,1.0
5029,1.0
964,1.0
11502,1.0
281,0.0
17561,0.0
12924,0.0
1669,0.0
3710,0.0
2552,0.0
14634,1.0
5542,1.0
990,1.0
1644,0.0
13905,0.0
3678,1.0
1890,0.0
17650,0.0
1913,0.0
14760,0.0
15322,0.0
3595,1.0
3208,1.0
7328,1.0
16775,0.0
2997,1.0
3189,0.0
4502,0.0
1008,1.0
328,1.0
3743,0.0
5735,1.0
3800,0.0
15363,0.0
3194,0.0
8510,1.0
895,1.0
3454,1.0
2485,1.0
12322,1.0
9226,1.0
10256,1.0
576,1.0
12024,1.0
1353,0.0
3903,1.0
1032,1.0
7062,1.0
1337,1.0
14791,0.0
4155,1.0
1395,0.0
14209,0.0
5806,1.0
506,1.0
2858,1.0
763,1.0
1433,0.0
5835,1.0
4555,1.0
16806,0.0
6557,1.0
2633,0.0
11947,1.0
14532,1.0
10335,0.0
9149,1.0
3372,0.0
9900,1.0
4368,1.0
7822,1.0
11619,1.0
8592,1.0
2714,1.0
6832,0.0
7518,1.0
611,1.0
1958,1.0
14990,1.0
13266,0.0
2928,1.0
12188,1.0
11278,1.0
16884,0.0
1629,1.0
5762,1.0
1644,1.0
12882,0.0
3449,1.0
549,0.0
4801,0.0
1420,0.0
16610,0.0
16857,0.0
8633,1.0
1493,0.0
4013,1.0
13714,0.0
7782,0.0
3945,1.0
14096,0.0
4309,0.0
2920,1.0
3502,1.0
13530,1.0
15154,1.0
4661,0.0
16333,0.0
5870,1.0
2434,0.0
1194,1.0
17294,1.0
12337,1.0
16436,1.0
449,1.0
12550,1.0
702,1.0
7412,1.0
10539,1.0
8798,1.0
2090,1.0
15066,0.0
7999,1.0
10959,1.0
16155,0.0
11729,0.0
7536,0.0
8418,0.0
3756,1.0
6444,1.0
7366,1.0
8163,1.0
1128,1.0
1198,1.0
4408,0.0
1800,1.0
7883,1.0
17256,0.0
2388,0.0
15558,0.0
2410,1.0
15782,0.0
14343,0.0
15319,0.0
15360,0.0
6708,1.0
14813,1.0
5016,0.0
8491,0.0
2499,0.0
6067,1.0
7976,1.0
7001,1.0
3442,1.0
15717,0.0
8231,1.0
16904,0.0
13210,1.0
3836,1.0
16422,0.0
4385,1.0
5759,1.0
4289,0.0
6696,1.0
15575,0.0
2129,1.0
9014,1.0
3519,1.0
7803,0.0
7178,1.0
14737,0.0
7444,1.0
3261,0.0
1890,1.0
16500,0.0
2749,1.0
12745,0.0
10612,0.0
2,1.0
5071,0.0
12465,1.0
2948,1.0
5860,1.0
2841,0.0
3494,0.0
16641,0.0
2184,1.0
2616,0.0
16453,0.0
17330,1.0
178,0.0
12148,1.0
15061,1.0
3561,0.0
14191,0.0
15246,0.0
10500,0.0
4082,0.0
1512,0.0
9537,1.0
13932,1.0
5859,1.0
3042,1.0
8159,1.0
3943,0.0
7827,0.0
14963,1.0
16935,1.0
7216,1.0
17420,1.0
16138,0.0
3158,1.0
3325,1.0
969,1.0
2549,1.0
16492,1.0
474,1.0
12279,1.0
3106,0.0
7022,1.0
13155,0.0
1847,0.0
16029,0.0
10648,1.0
9660,1.0
16062,0.0
10551,0.0
9624,1.0
2023,1.0
1328,1.0
14689,0.0
3419,0.0
5826,0.0
15836,0.0
1852,0.0
7158,1.0
1766,1.0
8239,1.0
5848,0.0
1682,0.0
1453,1.0
16595,0.0
776,0.0
2110,0.0
13818,0.0
16225,1.0
16092,0.0
2917,0.0
11881,0.0
1366,1.0
2919,1.0
10866,1.0
14125,0.0
5097,0.0
8893,0.0
14169,0.0
6791,1.0
984,1.0
300,0.0
1108,1.0
11028,1.0
851,1.0
8032,1.0
10899,1.0
4137,1.0
9531,1.0
2247,0.0
11511,1.0
16109,0.0
3032,1.0
13270,0.0
1609,1.0
6384,1.0
6087,0.0
3527,1.0
9997,1.0
9,1.0
14057,0.0
16040,0.0
1336,1.0
16737,1.0
12011,1.0
4041,1.0
5659,1.0
1819,1.0
7792,0.0
15276,0.0
14007,0.0
15284,0.0
15366,0.0
16134,0.0
8567,0.0
15761,0.0
5102,1.0
3802,0.0
2392,1.0
3098,1.0
11467,1.0
13584,1.0
12522,1.0
13320,0.0
10015,0.0
4788,0.0
815,1.0
842,1.0
4176,0.0
3931,0.0
10955,0.0
10905,0.0
3658,1.0
3707,1.0
1191,0.0
9415,0.0
16844,1.0
8455,0.0
15702,0.0
11264,1.0
12343,0.0
16649,1.0
9889,1.0
11835,0.0
5974,1.0
8612,0.0
11390,1.0
4152,0.0
3513,0.0
16302,0.0
5633,0.0
11219,1.0
4914,1.0
15456,0.0
8320,0.0
135,0.0
2977,0.0
2389,1.0
3187,0.0
5787,1.0
15578,0.0
8476,1.0
507,1.0
11458,1.0
561,0.0
9820,1.0
405,1.0
10864,1.0
3088,1.0
10314,1.0
1926,1.0
4864,1.0
2479,0.0
1198,1.0
8111,1.0
14435,0.0
7692,1.0
1162,1.0
11303,1.0
177,1.0
16953,1.0
9706,1.0
1809,1.0
2226,1.0
9907,1.0
7439,1.0
15185,0.0
11280,0.0
10699,0.0
264,0.0
9622,1.0
588,1.0
3576,0.0
10660,1.0
15088,0.0
2518,1.0
846,1.0
832,0.0
6516,1.0
1572,0.0
14830,1.0
2901,0.0
14077,0.0
13660,1.0
13370,1.0
7787,1.0
6181,1.0
4211,0.0
1515,1.0
1371,0.0
3091,1.0
14437,1.0
5039,1.0
17030,0.0
13224,1.0
11822,1.0
3449,1.0
12159,1.0
13748,0.0
3402,1.0
1917,0.0
630,0.0
15665,1.0
4128,1.0
118,1.0
16627,0.0
17333,0.0
9840,1.0
6014,1.0
15514,0.0
9386,1.0
14072,1.0
10457,0.0
16850,0.0
3620,1.0
8458,0.0
7426,0.0
5988,1.0
8453,1.0
4241,0.0
13947,1.0
726,0.0
1265,1.0
7181,1.0
9063,1.0
13216,0.0
1977,0.0
12434,1.0
1443,1.0
2405,1.0
7347,1.0
9560,1.0
2310,0.0
16625,0.0
1767,0.0
7151,1.0
3917,1.0
11453,0.0
17053,0.0
1048,1.0
1489,0.0
4908,0.0
12402,1.0
13500,1.0
5165,0.0
17144,0.0
9612,1.0
8952,1.0
10749,0.0
16635,1.0
2687,1.0
3892,1.0
8375,1.0
4639,1.0
11903,1.0
10148,0.0
12237,1.0
12800,1.0
17042,1.0
1585,1.0
1656,0.0
10502,0.0
2862,1.0
5432,1.0
5909,1.0
2532,1.0
2184,0.0
17192,0.0
10025,0.0
3323,0.0
2999,1.0
11202,0.0
863,1.0
536,1.0
5904,1.0
15182,1.0
8065,1.0
4813,1.0
2127,0.0
12781,1.0
10445,1.0
1012,1.0
10223,1.0
2089,0.0
2477,1.0
982,0.0
3878,1.0
15918,0.0
15998,0.0
15384,0.0
4835,0.0
2527,1.0
5268,1.0
2738,0.0
9641,0.0
1247,1.0
7004,1.0
801,0.0
17041,0.0
7086,1.0
2075,0.0
1432,0.0
1484,0.0
20,1.0
10158,0.0
10776,1.0
3291,1.0
14388,0.0
3975,0.0
915,1.0
10404,0.0
17527,0.0
3583,1.0
13468,0.0
1517,0.0
3083,1.0
14283,1.0
8867,0.0
12864,1.0
10630,1.0
1475,1.0
13462,0.0
15475,0.0
10823,1.0
2433,1.0
15420,0.0
8700,0.0
7793,0.0
15005,1.0
1111,1.0
10984,0.0
5772,1.0
16250,0.0
3388,1.0
867,0.0
15263,1.0
6585,0.0
3218,1.0
7667,0.0
12987,0.0
3736,0.0
2510,0.0
16619,1.0
3814,1.0
17587,0.0
797,1.0
17609,0.0
1801,1.0
9447,1.0
11606,1.0
15838,1.0
5310,0.0
10707,0.0
3102,0.0
3433,0.0
13209,0.0
6694,1.0
27,0.0
10963,1.0
11337,1.0
3100,1.0
1565,1.0
16077,0.0
15354,0.0
11109,1.0
5701,1.0
14815,0.0
14726,0.0
2881,0.0
15163,1.0
7597,1.0
8934,0.0
9072,1.0
14221,0.0
16016,0.0
5119,1.0
2232,1.0
1634,1.0
8338,0.0
1591,0.0
10936,1.0
6473,1.0
1891,1.0
10614,0.0
13738,1.0
1593,0.0
1083,1.0
11186,0.0
3222,1.0
7853,1.0
15783,0.0
10883,1.0
3547,0.0
13578,1.0
6868,1.0
6513,1.0
14052,0.0
16268,1.0
10046,0.0
13765,0.0
4207,1.0
1895,1.0
10461,1.0
1905,1.0
5726,0.0
16565,1.0
435,0.0
4857,1.0
3937,0.0
2835,1.0
2204,0.0
3446,0.0
15762,0.0
2975,1.0
6963,1.0
7507,1.0
4281,0.0
16310,0.0
2063,0.0
1128,0.0
3368,1.0
17492,0.0
384,1.0
12544,1.0
15935,1.0
10217,1.0
13100,1.0
7241,1.0
8662,1.0
933,0.0
12368,0.0
3485,0.0
14783,0.0
1905,1.0
1369,0.0
7591,1.0
4205,1.0
1548,1.0
394,0.0
12038,1.0
16671,0.0
9690,1.0
11267,1.0
11120,1.0
7480,1.0
416,1.0
1936,0.0
4900,0.0
3992,1.0
3448,0.0
9579,0.0
1186,1.0
8953,1.0
3022,1.0
12960,0.0
6212,1.0
4596,1.0
11068,1.0
13478,0.0
11356,1.0
14218,1.0
12408,1.0
1005,1.0
5143,1.0
4994,1.0
12140,1.0
2292,0.0
1217,0.0
1603,1.0
3604,0.0
9121,0.0
10089,0.0
216,1.0
1660,0.0
17035,1.0
843,0.0
2978,1.0
7409,1.0
9517,1.0
2092,0.0
13981,0.0
6368,1.0
3064,1.0
15306,0.0
792,1.0
4353,1.0
2634,1.0
3298,0.0
7156,1.0
5522,0.0
6005,1.0
8532,1.0
4101,1.0
14745,0.0
2980,1.0
10032,0.0
9408,1.0
15,1.0
4779,0.0
2793,1.0
15254,0.0
17201,1.0
17137,0.0
5923,1.0
665,1.0
1826,0.0
14525,0.0
12729,1.0
2908,1.0
15831,0.0
2607,0.0
11197,0.0
15380,0.0
16628,0.0
7039,0.0
847,1.0
6,1.0
15792,0.0
375,0.0
5013,1.0
162,1.0
16061,1.0
462,0.0
13048,0.0
10131,0.0
16676,0.0
17467,0.0
13779,0.0
1939,0.0
9818,0.0
8412,1.0
4871,0.0
10129,1.0
3416,1.0
7977,1.0
11189,1.0
14621,1.0
15096,0.0
7705,1.0
17044,1.0
4138,1.0
5070,0.0
7223,1.0
1611,0.0
12150,0.0
1747,1.0
2270,1.0
72,1.0
5466,1.0
7512,0.0
7665,1.0
11795,1.0
569,1.0
11225,1.0
14442,0.0
17408,1.0
1414,1.0
7182,1.0
8048,1.0
9627,1.0
767,1.0
2334,0.0
3795,1.0
3344,1.0
2526,1.0
11249,1.0
15115,1.0
13374,1.0
6490,1.0
12309,0.0
4455,1.0
8731,1.0
15635,1.0
10421,1.0
3592,1.0
6734,1.0
3893,1.0
2614,0.0
11726,1.0
6936,1.0
1576,1.0
2701,1.0
7990,1.0
17246,1.0
1584,1.0
15621,0.0
1521,0.0
1618,0.0
8577,0.0
7622,0.0
15988,0.0
5059,1.0
2319,0.0
406,0.0
220,0.0
4124,1.0
722,0.0
9154,1.0
912,1.0
2038,0.0
7949,0.0
1023,1.0
7435,1.0
267,1.0
13512,1.0
3828,1.0
12626,1.0
1383,1.0
1352,1.0
10542,0.0
4666,0.0
1264,1.0
3585,0.0
5525,1.0
7914,0.0
7473,1.0
4724,1.0
